IMPLEMENTED BY,RMF CONTROL FAMILY,RMF CONTROL NUMBER,RMF CONTROL NAME - CONTROL ENHANCEMENT NAME,BASELINE IMPACT,CSF FUNCTION,CSF CATEGORY,CSF SUBCATEGORY,PRIVACY,HVA,FSA,FPKI
O/S,SYSTEM AND SERVICES ACQUISITION,SA-8(19),CONTINUOUS PROTECTION,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND SERVICES ACQUISITION,SA-8(2),LEAST COMMON MECHANISM,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND SERVICES ACQUISITION,SA-8(20),SECURE METADATA MANAGEMENT,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND SERVICES ACQUISITION,SA-8(21),SELF-ANALYSIS,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND SERVICES ACQUISITION,SA-8(22),ACCOUNTABILITY AND TRACEABILITY,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND SERVICES ACQUISITION,SA-8(23),SECURE DEFAULTS,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND SERVICES ACQUISITION,SA-8(24),SECURE FAILURE AND RECOVERY,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND SERVICES ACQUISITION,SA-8(25),ECONOMIC SECURITY,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND SERVICES ACQUISITION,SA-8(26),PERFORMANCE SECURITY,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND SERVICES ACQUISITION,SA-8(27),HUMAN FACTORED SECURITY,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND SERVICES ACQUISITION,SA-8(28),ACCEPTABLE SECURITY,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND SERVICES ACQUISITION,SA-8(29),REPEATABLE AND DOCUMENTED PROCEDURES,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND SERVICES ACQUISITION,SA-8(3),MODULARITY AND LAYERING,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND SERVICES ACQUISITION,SA-8(30),PROCEDURAL RIGOR,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND SERVICES ACQUISITION,SA-8(31),SECURE SYSTEM MODIFICATION,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND SERVICES ACQUISITION,SA-8(32),SUFFICIENT DOCUMENTATION,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND SERVICES ACQUISITION,SA-8(33),MINIMIZATION,NA,NA,NA,NA,YES,NO,NO,NO
O/S,SYSTEM AND SERVICES ACQUISITION,SA-8(4),PARTIALLY ORDERED DEPENDENCIES,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND SERVICES ACQUISITION,SA-8(5),EFFICIENTLY MEDIATED ACCESS,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND SERVICES ACQUISITION,SA-8(6),MINIMIZED SHARING,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND SERVICES ACQUISITION,SA-8(7),REDUCED COMPLEXITY,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND SERVICES ACQUISITION,SA-8(8),SECURE EVOLVABILITY,NA,NA,NA,NA,NO,NO,NO,NO
O/S,SYSTEM AND SERVICES ACQUISITION,SA-8(9),TRUSTED COMPONENTS,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-10,CONCURRENT SESSION CONTROL,H,PROTECT,PR.AC,PR.AC-5,NO,NO,YES,YES
S,ACCESS CONTROL,AC-11,DEVICE LOCK,M/H,NA,NA,NA,NO,NO,YES,YES
S,ACCESS CONTROL,AC-11(1),PATTERN-HIDING DISPLAYS,M/H,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-12,SESSION TERMINATION,M/H,PROTECT,PR.PT,PR.PT-4,NO,NO,YES,YES
S,ACCESS CONTROL,AC-12(2),TERMINATION MESSAGE,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-12(3),TIMEOUT WARNING MESSAGE,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-16(1),DYNAMIC ATTRIBUTE ASSOCIATION,NA,NA,NA,NA,NO,NO,YES,NO
S,ACCESS CONTROL,AC-16(2),ATTRIBUTE VALUE CHANGES BY AUTHORIZED INDIVIDUALS,NA,NA,NA,NA,NO,NO,YES,YES
S,ACCESS CONTROL,AC-16(3),MAINTENANCE OF ATTRIBUTE ASSOCIATIONS BY SYSTEM,NA,NA,NA,NA,NO,NO,YES,NO
S,ACCESS CONTROL,AC-16(4),ASSOCIATION OF ATTRIBUTES BY AUTHORIZED INDIVIDUALS,NA,NA,NA,NA,NO,NO,YES,NO
S,ACCESS CONTROL,AC-16(5),ATTRIBUTE DISPLAYS ON OBJECTS TO BE OUTPUT,NA,NA,NA,NA,NO,NO,YES,NO
S,ACCESS CONTROL,AC-16(8),ASSOCIATION TECHNIQUES AND TECHNOLOGIES,NA,NA,NA,NA,NO,NO,YES,NO
S,ACCESS CONTROL,AC-17(10),AUTHENTICATE REMOTE COMMANDS,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-17(2),PROTECTION OF CONFIDENTIALITY AND INTEGRITY USING ENCRYPTION,M/H,NA,NA,NA,NO,YES,YES,NO
S,ACCESS CONTROL,AC-17(3),MANAGED ACCESS CONTROL POINTS,M/H,NA,NA,NA,NO,NO,YES,NO
S,ACCESS CONTROL,AC-18(1),AUTHENTICATION AND ENCRYPTION,l/M/H,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-2(11),USAGE CONDITIONS,H,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-2(2),AUTOMATED TEMPORARY AND EMERGENCY ACCOUNT MANAGEMENT,M/H,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-2(3),DISABLE ACCOUNTS,M/H,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-2(4),AUTOMATED AUDIT ACTIONS,M/H,NA,NA,NA,NO,NO,NO,YES
S,ACCESS CONTROL,AC-2(6),DYNAMIC PRIVILEGE MANAGEMENT,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-2(8),DYNAMIC ACCOUNT MANAGEMENT,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-21(1),AUTOMATED DECISION SUPPORT,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-21(2),INFORMATION SEARCH AND RETRIEVAL,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-24(1),TRANSMIT ACCESS AUTHORIZATION INFORMATION,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-24(2),NO USER OR PROCESS IDENTITY,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-25,REFERENCE MONITOR,NA,NA,NA,NA,NO,NO,YES,NO
S,ACCESS CONTROL,AC-3,ACCESS ENFORCEMENT,L/M/H,NA,NA,NA,YES,YES,YES,YES
S,ACCESS CONTROL,AC-3,ACCESS ENFORCEMENT,L/M/H,PROTECT,PR.AC,PR.AC-4,YES,YES,YES,YES
S,ACCESS CONTROL,AC-3,ACCESS ENFORCEMENT,L/M/H,PROTECT,PR.PT,PR.PT-3,YES,YES,YES,YES
S,ACCESS CONTROL,AC-3(11),RESTRICT ACCESS TO SPECIFIC INFORMATION TYPES,NA,NA,NA,NA,NO,NO,NO,YES
S,ACCESS CONTROL,AC-3(12),ASSERT AND ENFORCE APPLICATION ACCESS,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-3(13),ATTRIBUTE-BASED ACCESS CONTROL,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-3(14),INDIVIDUAL ACCESS,H,NA,NA,NA,YES,NO,NO,NO
S,ACCESS CONTROL,AC-3(15),DISCRETIONARY AND MANDATORY ACCESS CONTROL,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-3(2),DUAL AUTHORIZATION,M/H,NA,NA,NA,NO,NO,NO,YES
S,ACCESS CONTROL,AC-3(3),MANDATORY ACCESS CONTROL,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-3(4),DISCRETIONARY ACCESS CONTROL,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-3(5),SECURITY-RELEVANT INFORMATION,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-4,INFORMATION FLOW ENFORCEMENT,M/H,DETECT,DE.AE,DE.AE-1,NO,YES,YES,YES
S,ACCESS CONTROL,AC-4,INFORMATION FLOW ENFORCEMENT,M/H,IDENTIFY,ID.AM,ID.AM-3,NO,YES,YES,YES
S,ACCESS CONTROL,AC-4,INFORMATION FLOW ENFORCEMENT,M/H,PROTECT,PR.AC,PR.AC-5,NO,YES,YES,YES
S,ACCESS CONTROL,AC-4,INFORMATION FLOW ENFORCEMENT,M/H,PROTECT,PR.DS,PR.DS-5,NO,YES,YES,YES
S,ACCESS CONTROL,AC-4(1),OBJECT SECURITY AND PRIVACY ATTRIBUTES,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-4(10),ENABLE AND DISABLE SECURITY OR PRIVACY POLICY FILTERS,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-4(11),CONFIGURATION OF SECURITY OR PRIVACY POLICY FILTERS,NA,NA,NA,NA,NO,NO,NO,YES
S,ACCESS CONTROL,AC-4(12),DATA TYPE IDENTIFIERS,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-4(13),DECOMPOSITION INTO POLICY-RELEVANT SUBCOMPONENTS,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-4(14),SECURITY OR PRIVACY POLICY FILTER CONSTRAINTS,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-4(15),DETECTION OF UNSANCTIONED INFORMATION,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-4(17),DOMAIN AUTHENTICATION,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-4(19),VALIDATION OF METADATA,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-4(2),PROCESSING DOMAINS,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-4(22),ACCESS ONLY,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-4(24),INTERNAL NORMALIZED FORMAT,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-4(25),DATA SANITIZATION,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-4(27),REDUNDANT/INDEPENDENT FILTERING MECHANISMS,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-4(28),LINEAR FILTER PIPELINES,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-4(3),DYNAMIC INFORMATION FLOW CONTROL,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-4(30),FILTER MECHANISMS USING MULTIPLE PROCESSES,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-4(31),FAILED CONTENT TRANSFER PREVENTION,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-4(32),PROCESS REQUIREMENTS FOR INFORMATION TRANSFER,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-4(4),FLOW CONTROL OF ENCRYPTED INFORMATION,H,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-4(5),EMBEDDED DATA TYPES,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-4(6),METADATA,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-4(7),ONE-WAY FLOW MECHANISMS,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-4(8),SECURITY AND PRIVACY POLICY FILTERS,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-6(10),PROHIBIT NON-PRIVILEGED USERS FROM EXECUTING PRIVILEGED FUNCTIONS,M/H,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-6(8),PRIVILEGE LEVELS FOR CODE EXECUTION,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-6(9),LOG USE OF PRIVILEGED FUNCTIONS,M/H,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-7,UNSUCCESSFUL LOGON ATTEMPTS,L/M/H,NA,NA,NA,NO,NO,YES,YES
S,ACCESS CONTROL,AC-7(2),PURGE OR WIPE MOBILE DEVICE,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-9,PREVIOUS LOGON NOTIFICATION,NA,NA,NA,NA,NO,NO,YES,NO
S,ACCESS CONTROL,AC-9(1),UNSUCCESSFUL LOGONS,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-9(2),SUCCESSFUL AND UNSUCCESSFUL LOGONS,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-9(3),NOTIFICATION OF ACCOUNT CHANGES,NA,NA,NA,NA,NO,NO,NO,NO
S,ACCESS CONTROL,AC-9(4),ADDITIONAL LOGON INFORMATION,NA,NA,NA,NA,NO,NO,NO,NO
S,AUDIT AND ACCOUNTABILITY,AU-10,NON-REPUDIATION,H,NA,NA,NA,NO,YES,YES,YES
S,AUDIT AND ACCOUNTABILITY,AU-10(1),ASSOCIATION OF IDENTITIES,NA,NA,NA,NA,NO,NO,NO,NO
S,AUDIT AND ACCOUNTABILITY,AU-10(2),VALIDATE BINDING OF INFORMATION PRODUCER IDENTITY,NA,NA,NA,NA,NO,NO,NO,NO
S,AUDIT AND ACCOUNTABILITY,AU-10(4),VALIDATE BINDING OF INFORMATION REVIEWER IDENTITY,NA,NA,NA,NA,NO,NO,NO,NO
S,AUDIT AND ACCOUNTABILITY,AU-12,AUDIT RECORD GENERATION,L/M/H,DETECT,DE.CM,DE.CM-1,NO,NO,YES,YES
S,AUDIT AND ACCOUNTABILITY,AU-12,AUDIT RECORD GENERATION,L/M/H,DETECT,DE.CM,DE.CM-3,NO,NO,YES,YES
S,AUDIT AND ACCOUNTABILITY,AU-12,AUDIT RECORD GENERATION,L/M/H,DETECT,DE.CM,DE.CM-7,NO,NO,YES,YES
S,AUDIT AND ACCOUNTABILITY,AU-12,AUDIT RECORD GENERATION,L/M/H,PROTECT,PR.PT,PR.PT-1,NO,NO,YES,YES
S,AUDIT AND ACCOUNTABILITY,AU-12(1),SYSTEM-WIDE AND TIME-CORRELATED AUDIT TRAIL,H,NA,NA,NA,NO,NO,NO,NO
S,AUDIT AND ACCOUNTABILITY,AU-12(2),STANDARDIZED FORMATS,NA,NA,NA,NA,NO,NO,NO,NO
S,AUDIT AND ACCOUNTABILITY,AU-12(3),CHANGES BY AUTHORIZED INDIVIDUALS,H,NA,NA,NA,NO,NO,NO,NO
S,AUDIT AND ACCOUNTABILITY,AU-12(4),QUERY PARAMETER AUDITS OF PERSONALLY IDENTIFIABLE INFORMATION,NA,NA,NA,NA,NO,NO,NO,NO
S,AUDIT AND ACCOUNTABILITY,AU-14,SESSION AUDIT,NA,PROTECT,PR.PT,PR.PT-1,NO,NO,YES,NO
S,AUDIT AND ACCOUNTABILITY,AU-14(1),SYSTEM START-UP,NA,NA,NA,NA,NO,NO,NO,NO
S,AUDIT AND ACCOUNTABILITY,AU-14(3),REMOTE VIEWING AND LISTENING,NA,NA,NA,NA,NO,NO,NO,NO
S,AUDIT AND ACCOUNTABILITY,AU-3,CONTENT OF AUDIT RECORDS,L/M/H,PROTECT,PR.PT,PR.PT-1,YES,NO,NO,YES
S,AUDIT AND ACCOUNTABILITY,AU-3(1),ADDITIONAL AUDIT INFORMATION,M/H,NA,NA,NA,NO,NO,NO,NO
S,AUDIT AND ACCOUNTABILITY,AU-5,RESPONSE TO AUDIT LOGGING PROCESS FAILURES,L/M/H,NA,NA,NA,NO,NO,NO,YES
S,AUDIT AND ACCOUNTABILITY,AU-5(1),STORAGE CAPACITY WARNING,H,NA,NA,NA,NO,NO,NO,NO
S,AUDIT AND ACCOUNTABILITY,AU-5(2),REAL-TIME ALERTS,H,NA,NA,NA,NO,NO,NO,NO
S,AUDIT AND ACCOUNTABILITY,AU-5(3),CONFIGURABLE TRAFFIC VOLUME THRESHOLDS,NA,NA,NA,NA,NO,NO,NO,NO
S,AUDIT AND ACCOUNTABILITY,AU-5(4),SHUTDOWN ON FAILURE,NA,NA,NA,NA,NO,NO,NO,NO
S,AUDIT AND ACCOUNTABILITY,AU-6(4),CENTRAL REVIEW AND ANALYSIS,NA,NA,NA,NA,NO,YES,NO,NO
S,AUDIT AND ACCOUNTABILITY,AU-7,AUDIT RECORD REDUCTION AND REPORT GENERATION,M/H,NA,NA,NA,NO,NO,YES,YES
S,AUDIT AND ACCOUNTABILITY,AU-7,AUDIT RECORD REDUCTION AND REPORT GENERATION,M/H,PROTECT,PR.PT,PR.PT-1,NO,NO,YES,YES
S,AUDIT AND ACCOUNTABILITY,AU-7,AUDIT RECORD REDUCTION AND REPORT GENERATION,M/H,RESPOND,RS.AN,RS.AN-3,NO,NO,YES,YES
S,AUDIT AND ACCOUNTABILITY,AU-7(1),AUTOMATIC PROCESSING,M/H,NA,NA,NA,NO,NO,NO,NO
S,AUDIT AND ACCOUNTABILITY,AU-8,TIME STAMPS,L/M/H,NA,NA,NA,NO,NO,YES,YES
S,AUDIT AND ACCOUNTABILITY,AU-9,PROTECTION OF AUDIT INFORMATION,L/M/H,NA,NA,NA,NO,YES,YES,YES
S,AUDIT AND ACCOUNTABILITY,AU-9(1),HARDWARE WRITE-ONCE MEDIA,NA,NA,NA,NA,NO,NO,NO,NO
S,AUDIT AND ACCOUNTABILITY,AU-9(2),STORE ON SEPARATE PHYSICAL SYSTEMS OR COMPONENTS,H,NA,NA,NA,NO,YES,NO,YES
S,AUDIT AND ACCOUNTABILITY,AU-9(3),CRYPTOGRAPHIC PROTECTION,H,NA,NA,NA,NO,YES,NO,NO
S,CONFIGURATION MANAGEMENT,CM-11(2),SOFTWARE INSTALLATION WITH PRIVILEGED STATUS,NA,NA,NA,NA,NO,NO,NO,NO
S,CONFIGURATION MANAGEMENT,CM-11(3),AUTOMATED ENFORCEMENT AND MONITORING,NA,NA,NA,NA,NO,NO,NO,NO
S,CONFIGURATION MANAGEMENT,CM-3(5),AUTOMATED SECURITY RESPONSE,NA,NA,NA,NA,NO,NO,NO,NO
S,CONFIGURATION MANAGEMENT,CM-3(8),PREVENT OR RESTRICT CONFIGURATION CHANGES,NA,NA,NA,NA,NO,NO,NO,NO
S,CONFIGURATION MANAGEMENT,CM-5(1),AUTOMATED ACCESS ENFORCEMENT AND AUDIT RECORDS,H,NA,NA,NA,NO,NO,NO,NO
S,CONFIGURATION MANAGEMENT,CM-7(2),PREVENT PROGRAM EXECUTION,L/M/H,NA,NA,NA,NO,NO,NO,NO
S,CONTINGENCY PLANNING,CP-12,SAFE MODE,NA,PROTECT,PR.PT,PR.PT-5,NO,NO,NO,NO
S,IDENTIFICATION AND AUTHENTICATION,IA-2(1),MULTI-FACTOR AUTHENTICATION TO PRIVILEGED ACCOUNTS,L/M/H,NA,NA,NA,NO,YES,NO,NO
S,IDENTIFICATION AND AUTHENTICATION,IA-2(10),SINGLE SIGN-ON,NA,NA,NA,NA,NO,NO,NO,NO
S,IDENTIFICATION AND AUTHENTICATION,IA-2(12),ACCEPTANCE OF PIV CREDENTIALS,L/M/H,NA,NA,NA,NO,YES,NO,NO
S,IDENTIFICATION AND AUTHENTICATION,IA-2(13),OUT-OF-BAND AUTHENTICATION,NA,NA,NA,NA,NO,NO,NO,NO
S,IDENTIFICATION AND AUTHENTICATION,IA-2(2),MULTI-FACTOR AUTHENTICATION TO NON-PRIVILEGED ACCOUNTS,L/M/H,NA,NA,NA,NO,YES,NO,YES
S,IDENTIFICATION AND AUTHENTICATION,IA-2(6),ACCESS TO ACCOUNTS — SEPARATE DEVICE,NA,NA,NA,NA,NO,NO,NO,NO
S,IDENTIFICATION AND AUTHENTICATION,IA-2(8),ACCESS TO ACCOUNTS — REPLAY RESISTANT,L/M/H,NA,NA,NA,NO,NO,NO,YES
S,IDENTIFICATION AND AUTHENTICATION,IA-3,DEVICE IDENTIFICATION AND AUTHENTICATION,M/H,PROTECT,PR.AC,PR.AC-1,NO,YES,YES,YES
S,IDENTIFICATION AND AUTHENTICATION,IA-3,DEVICE IDENTIFICATION AND AUTHENTICATION,M/H,PROTECT,PR.AC,PR.AC-7,NO,YES,YES,YES
S,IDENTIFICATION AND AUTHENTICATION,IA-3(1),CRYPTOGRAPHIC BIDIRECTIONAL AUTHENTICATION,NA,NA,NA,NA,NO,NO,NO,NO
S,IDENTIFICATION AND AUTHENTICATION,IA-4(5),DYNAMIC MANAGEMENT,NA,NA,NA,NA,NO,NO,NO,NO
S,IDENTIFICATION AND AUTHENTICATION,IA-5(10),DYNAMIC CREDENTIAL BINDING,NA,NA,NA,NA,NO,NO,NO,NO
S,IDENTIFICATION AND AUTHENTICATION,IA-5(12),BIOMETRIC AUTHENTICATION PERFORMANCE,NA,NA,NA,NA,NO,NO,NO,NO
S,IDENTIFICATION AND AUTHENTICATION,IA-5(13),EXPIRATION OF CACHED AUTHENTICATORS,NA,NA,NA,NA,NO,NO,NO,NO
S,IDENTIFICATION AND AUTHENTICATION,IA-5(17),PRESENTATION ATTACK DETECTION FOR BIOMETRIC AUTHENTICATORS,NA,NA,NA,NA,NO,NO,NO,NO
S,IDENTIFICATION AND AUTHENTICATION,IA-5(18),PASSWORD MANAGERS,NA,NA,NA,NA,NO,NO,NO,NO
S,IDENTIFICATION AND AUTHENTICATION,IA-5(2),PUBLIC KEY-BASED AUTHENTICATION,M/H,NA,NA,NA,NO,NO,NO,NO
S,IDENTIFICATION AND AUTHENTICATION,IA-6,AUTHENTICATION FEEDBACK,L/M/H,NA,NA,NA,NO,NO,YES,YES
S,IDENTIFICATION AND AUTHENTICATION,IA-7,CRYPTOGRAPHIC MODULE AUTHENTICATION,L/M/H,NA,NA,NA,NO,NO,YES,YES
S,IDENTIFICATION AND AUTHENTICATION,IA-7,CRYPTOGRAPHIC MODULE AUTHENTICATION,L/M/H,PROTECT,PR.AC,PR.AC-1,NO,NO,YES,YES
S,IDENTIFICATION AND AUTHENTICATION,IA-8,DENTIFICATION AND AUTHENTICATION (NON-ORGANIZATIONAL USERS),L/M/H,PROTECT,PR.AC,PR.AC-1,NO,NO,YES,NO
S,IDENTIFICATION AND AUTHENTICATION,IA-8,DENTIFICATION AND AUTHENTICATION (NON-ORGANIZATIONAL USERS),L/M/H,PROTECT,PR.AC,PR.AC-6,NO,NO,YES,NO
S,IDENTIFICATION AND AUTHENTICATION,IA-8,DENTIFICATION AND AUTHENTICATION (NON-ORGANIZATIONAL USERS),L/M/H,PROTECT,PR.AC,PR.AC-7,NO,NO,YES,NO
S,IDENTIFICATION AND AUTHENTICATION,IA-8(1),ACCEPTANCE OF PIV CREDENTIALS FROM OTHER AGENCIES,L/M/H,NA,NA,NA,NO,NO,NO,NO
S,IDENTIFICATION AND AUTHENTICATION,IA-8(2),ACCEPTANCE OF EXTERNAL AUTHENTICATORS,L/M/H,NA,NA,NA,NO,NO,NO,NO
S,IDENTIFICATION AND AUTHENTICATION,IA-8(4),USE OF DEFINED PROFILES,L/M/H,NA,NA,NA,NO,NO,NO,NO
S,IDENTIFICATION AND AUTHENTICATION,IA-8(5),ACCEPTANCE OF PIV-I CREDENTIALS,NA,NA,NA,NA,NO,NO,NO,NO
S,MAINTENANCE FAMILY,MA-4(7),DISCONNECT VERIFICATION,NA,NA,NA,NA,NO,NO,NO,NO
S,PERSONALLY IDENTIFIABLE INFORMATION PROCESSING AND TRANSPARENCY,PT-2(1),DATA TAGGING,NA,NA,NA,NA,NO,NO,NO,NO
S,PERSONALLY IDENTIFIABLE INFORMATION PROCESSING AND TRANSPARENCY,PT-3(1),DATA TAGGING,NA,NA,NA,NA,NO,YES,NO,NO
S,PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-5(2),LINK TO INDIVIDUAL IDENTITY,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-10,NETWORK DISCONNECT,M/H,PROTECT,PR.AC,PR.AC-5,NO,NO,YES,YES
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-10,NETWORK DISCONNECT,M/H,PROTECT,PR.PT,PR.PT-4,NO,NO,YES,YES
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-11,TRUSTED PATH,NA,PROTECT,PR.DS,PR.DS-2,NO,NO,YES,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-11,TRUSTED PATH,NA,PROTECT,PR.PT,PR.PT-4,NO,NO,YES,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-11(1),IRREFUTABLE COMMUNICATIONS PATH,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-13,CRYPTOGRAPHIC PROTECTION,L/M/H,NA,NA,NA,NO,NO,YES,YES
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-15,COLLABORATIVE COMPUTING DEVICES AND APPLICATIONS,L/M/H,PROTECT,PR.AC,PR.AC-3,NO,NO,YES,YES
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-15(1),PHYSICAL OR LOGICAL DISCONNECT,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-15(4),EXPLICITLY INDICATE CURRENT PARTICIPANTS,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-16,TRANSMISSION OF SECURITY AND PRIVACY ATTRIBUTES,NA,DETECT,DE.AE,DE.AE-1,NO,NO,YES,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-16(1),INTEGRITY VERIFICATION,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-16(2),ANTI-SPOOFING MECHANISMS,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-16(3),CRYPTOGRAPHIC BINDING,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-18(1),IDENTIFY UNACCEPTABLE CODE AND TAKE CORRECTIVE ACTIONS,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-18(3),PREVENT DOWNLOADING AND EXECUTION,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-18(4),PREVENT AUTOMATIC EXECUTION,NA,NA,NA,NA,NO,YES,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-18(5),ALLOW EXECUTION ONLY IN CONFINED ENVIRONMENTS,NA,NA,NA,NA,NO,NO,NO,NO
S,SYSTEM AND COMMUNICATIONS PROTECTION,SC-2,SEPARATION OF SYSTEM AND USER FUNCTIONALITY,M/H,NA,NA,NA,NO,NO,NO,YES
